UserID,Age,UserSegment,Recency,Account,LastProduct 
20173,72,A,Active,0,Money 
20174,37,B,Active,1,Car 
20175,38,B,Dormant,0,Car 
20176,41,B,Inactive,1,Car 
20177,31,B,Active,1,Car 
20178,57,A,Active,0,Home
20179,35,A,Dormant,1,Car
20180,47,C,Inactive,0,Money 
20181,37,C,Dormant,1,Home
20182,24,C,Active,1,Home
20183,72,C,Dormant,0,Money
20184,27,A,Active,1,Money
20185,27,C,Inactive,1,Car 
20186,42,C,Dormant,0,Home
20187,49,C,Dormant,0,Money 
20188,42,C,Dormant,0,Money 
20189,63,B,Inactive,0,Home
20190,28,C,Dormant,1,Home
20191,40,A,Active,0,Car
20192,52,C,Inactive,0,Car
20193,36,A,Active,1,Home
20194,39,B,Inactive,1,Car 
20195,45,A,Active,1,Car
20196,30,C,Dormant,0,Car 
20197,33,C,Inactive,0,Car 
20198,60,C,Inactive,1,Car
20199,31,A,Inactive,1,Money 
20200,47,C,Dormant,0,Car 
20201,30,C,Active,1,Car
20202,36,C,Dormant,1,Money 
20203,30,B,Active,1,Car
20204,53,A,Dormant,0,Car 
20205,40,A,Active,1,Car
20206,50,C,Active,0,Money
20207,20,C,Dormant,0,Car
20208,25,B,Active,1,Car
20209,47,C,Active,1,Car
20210,20,C,Active,1,Home
20211,37,C,Inactive,1,Money 
20212,74,C,Active,0,Money
20213,52,A,Active,1,Home
20214,29,C,Active,1,Car 
20215,41,C,Dormant,1,Car
20216,23,A,Active,1,Car
20217,30,C,Dormant,0,Home
20218,57,C,Dormant,0,Home
20219,57,C,Inactive,1,Money
20220,25,C,Dormant,0,Money 
20221,32,C,Inactive,0,Home
20222,37,B,Dormant,1,Car 
20223,30,A,Active,1,Car 
20224,33,B,Active,0,Car
20225,30,C,Dormant,1,Money
20226,22,B,Active,1,Car 
20227,49,C,Dormant,0,Car 
20228,26,B,Active,1,Car
20229,59,A,Active,0,Home
20230,64,B,Dormant,0,Money 
20231,28,C,Dormant,1,Money
20232,41,C,Active,0,Home
20233,68,A,Dormant,1,Money 
20234,23,A,Active,0,Car
20235,37,C,Inactive,1,Car 
20236,55,C,Active,1,Car
20237,28,C,Inactive,1,Car
20238,49,C,Inactive,0,Car
20239,53,C,Dormant,1,Home
20240,35,A,Active,1,Car
20241,51,C,Active,1,Home
20242,54,C,Dormant,0,Car 
20243,20,C,Dormant,0,Money 
20244,59,B,Inactive,0,Home
20245,57,C,Dormant,0,Car
20246,57,A,Active,1,Money
20247,28,B,Inactive,0,Home
20248,54,A,Active,1,Home
20249,37,A,Dormant,1,Car
20250,34,C,Inactive,1,Money
20251,48,C,Dormant,1,Home
20252,32,B,Active,0,Home
20253,41,B,Active,0,Car 
20254,49,C,Active,0,Home
20255,29,C,Dormant,0,Car
20256,40,C,Dormant,1,Car 
20257,70,B,Active,0,Money 
20258,37,A,Active,0,Home
20259,42,A,Dormant,0,Money
20260,43,A,Active,1,Car 
20261,33,C,Dormant,1,Car
20262,22,C,Dormant,1,Car
20263,28,C,Dormant,0,Car
20264,59,C,Dormant,1,Car 
20265,32,B,Active,1,Money
20266,20,A,Active,0,Money
20267,48,A,Active,0,Car
20268,21,A,Active,0,Money 
20269,20,C,Dormant,1,Car 
20270,21,C,Dormant,1,Car
20271,29,C,Dormant,1,Home
20272,32,C,Dormant,0,Money 
20273,24,C,Dormant,0,Money
20274,40,A,Active,1,Car
20275,22,C,Dormant,0,Home
20276,33,C,Dormant,1,Home
20277,26,A,Inactive,1,Car 
20278,36,A,Active,0,Money 
20279,53,B,Inactive,0,Money 
20280,31,C,Dormant,1,Car
20281,47,B,Inactive,1,Car
20282,54,B,Dormant,0,Car
20283,29,C,Dormant,0,Money
20284,22,C,Dormant,1,Money 
20285,43,A,Active,1,Car
20286,36,C,Dormant,0,Car 
20287,32,C,Dormant,1,Car 
20288,70,C,Dormant,1,Money
20289,73,C,Dormant,1,Money
20290,52,B,Active,1,Car 
20291,57,C,Dormant,1,Car
20292,49,C,Dormant,0,Money
20293,31,C,Active,1,Home
20294,29,B,Active,0,Car 
20295,38,A,Dormant,1,Home
20296,65,A,Active,0,Money 
20297,37,B,Dormant,1,Car 
20298,40,C,Active,0,Car
20299,22,A,Active,1,Car
20300,20,A,Active,1,Car
20301,35,B,Active,1,Car
20302,26,C,Dormant,1,Home
20303,52,C,Active,1,Car
20304,34,C,Inactive,0,Car
20305,24,C,Dormant,1,Car
20306,41,C,Dormant,1,Car
20307,36,C,Dormant,1,Car
20308,28,C,Dormant,1,Car
20309,27,C,Inactive,1,Car
20310,21,C,Dormant,0,Home
20311,43,C,Inactive,1,Home
20312,60,B,Active,1,Car
20313,33,A,Active,0,Home
20314,27,A,Active,0,Car
20315,26,C,Active,1,Money
20316,20,C,Dormant,0,Car
20317,32,C,Dormant,1,Car
20318,31,C,Inactive,1,Money 
20319,55,B,Active,0,Car
20320,29,C,Dormant,1,Car
20321,47,B,Inactive,0,Car
20322,40,C,Dormant,1,Home
20323,32,C,Active,1,Home
20324,59,C,Dormant,0,Home
20325,44,C,Dormant,0,Home
20326,37,C,Dormant,0,Car
20327,51,C,Dormant,0,Money
20328,23,B,Inactive,1,Car
20329,28,A,Active,1,Home
20330,48,C,Dormant,0,Money 
20331,30,B,Active,1,Home
20332,31,A,Dormant,1,Car 
20333,25,C,Active,1,Car 
20334,22,C,Dormant,1,Car 
20335,38,C,Dormant,1,Home
20336,30,C,Active,0,Car
20337,33,C,Dormant,1,Money
20338,34,C,Inactive,1,Car
20339,28,C,Dormant,0,Home
20340,46,C,Dormant,1,Car 
20341,24,C,Active,0,Car
20342,35,C,Active,1,Home
20343,20,C,Dormant,1,Home
20344,58,C,Dormant,0,Home
20345,67,A,Active,0,Money 
20346,41,B,Inactive,1,Car 
20347,34,A,Active,1,Car
20348,59,A,Active,0,Money
20349,25,B,Active,1,Car
20350,56,A,Active,0,Money 
20351,28,B,Dormant,1,Car
20352,35,A,Active,1,Car
20353,38,C,Active,1,Car
20354,28,C,Dormant,1,Money 
20355,23,C,Dormant,1,Car
20356,51,B,Active,1,Home
20357,56,C,Active,0,Car 
20358,59,C,Dormant,1,Home
20359,34,A,Active,1,Home
20360,49,A,Dormant,1,Money 
20361,38,B,Dormant,1,Car 
20362,32,C,Dormant,0,Money
20363,29,C,Inactive,1,Car
20364,60,C,Dormant,1,Car
20365,28,B,Active,1,Home
20366,52,C,Dormant,0,Home
20367,60,C,Dormant,0,Car
20368,64,B,Active,0,Car 
20369,39,C,Dormant,1,Car 
20370,37,C,Dormant,1,Home
20371,32,B,Active,1,Car
20372,21,C,Dormant,1,Money 
20373,57,B,Active,0,Car
20374,36,C,Dormant,0,Home
20375,45,A,Inactive,0,Home
20376,32,B,Inactive,1,Car
20377,38,A,Active,0,Money 
20378,28,C,Dormant,0,Car 
20379,50,A,Inactive,1,Car
20380,37,C,Dormant,0,Home
20381,21,C,Dormant,0,Car 
20382,51,A,Active,1,Car
20383,25,B,Active,1,Car
20384,43,C,Dormant,0,Money 
20385,40,C,Dormant,0,Home
20386,29,C,Dormant,1,Car
20387,42,C,Dormant,1,Car 
20388,59,A,Active,0,Car
20389,30,C,Dormant,1,Home
20390,41,A,Active,0,Home
20391,44,A,Active,0,Home
20392,44,A,Active,0,Car
20393,60,A,Active,0,Car
20394,48,C,Dormant,1,Car 
20395,41,A,Active,1,Money
20396,28,C,Active,1,Car
20397,62,B,Inactive,0,Car
20398,32,C,Dormant,1,Car
20399,39,C,Dormant,1,Home
20400,49,C,Dormant,0,Car
20401,33,A,Active,1,Money 
20402,44,C,Active,0,Money
20403,36,B,Inactive,1,Money
20404,34,B,Dormant,1,Money 
20405,30,C,Dormant,0,Car
20406,20,C,Dormant,1,Money
20407,31,B,Active,1,Car
20408,45,A,Active,0,Money 
20409,63,A,Active,0,Home
20410,33,C,Dormant,1,Car
20411,27,A,Inactive,1,Car
20412,36,C,Dormant,1,Money
20413,30,B,Active,0,Money 
20414,71,C,Dormant,0,Money
20415,46,B,Inactive,0,Car 
20416,34,C,Inactive,0,Car
20417,50,B,Active,1,Car
20418,27,C,Dormant,1,Home
20419,46,C,Dormant,1,Car
20420,20,C,Dormant,1,Car
20421,53,A,Active,0,Car
20422,36,B,Inactive,0,Car
20423,39,A,Inactive,0,Car
20424,40,C,Dormant,1,Car
20425,61,A,Active,0,Home
20426,45,C,Active,1,Car
20427,51,C,Dormant,1,Car
20428,61,C,Dormant,1,Car
20429,70,A,Inactive,1,Money 
20430,43,A,Active,0,Home
20431,70,A,Inactive,0,Money 
20432,25,C,Dormant,1,Car
20433,47,C,Dormant,0,Home
20434,29,B,Inactive,1,Car
20435,33,C,Active,1,Home
20436,50,A,Active,0,Car
20437,57,A,Active,0,Car
20438,26,C,Active,1,Car
20439,29,B,Active,0,Home
20440,67,B,Dormant,1,Car
20441,50,A,Dormant,1,Car
20442,62,A,Active,0,Home
20443,39,B,Inactive,0,Car 
20444,44,A,Active,1,Home
20445,51,C,Dormant,0,Car
20446,25,A,Active,1,Car
20447,38,C,Dormant,0,Home
20448,44,A,Active,1,Car
20449,51,C,Dormant,1,Car
20450,25,B,Dormant,0,Car
20451,20,C,Dormant,1,Car
20452,33,A,Inactive,1,Car 
20453,42,B,Active,0,Home
20454,46,C,Dormant,1,Home
20455,44,B,Dormant,0,Car
20456,30,A,Active,0,Car
20457,39,C,Dormant,0,Home
20458,42,C,Dormant,0,Car
20459,68,A,Inactive,0,Money 
20460,28,C,Dormant,0,Home
20461,30,C,Active,1,Home
20462,38,A,Inactive,0,Car 
20463,20,C,Dormant,1,Car
20464,38,C,Active,1,Money 
20465,45,B,Dormant,1,Car
20466,34,A,Active,1,Money
20467,49,B,Dormant,0,Car
20468,40,C,Dormant,0,Home
20469,40,B,Active,0,Car 
20470,36,A,Active,1,Car 
20471,19,C,Dormant,1,Car
20472,19,B,Active,1,Home
20473,37,C,Active,0,Car
20474,59,C,Dormant,1,Money
20475,56,B,Active,0,Car
20476,59,B,Dormant,0,Car
20477,42,B,Active,0,Home
20478,49,C,Dormant,0,Car
20479,20,A,Active,1,Car
20480,44,B,Dormant,1,Home
20481,56,A,Active,1,Car 
20482,28,C,Active,1,Home
20483,66,A,Active,0,Money 
20484,34,B,Dormant,1,Car 
20485,73,A,Active,0,Money 
20486,29,A,Active,0,Money
20487,24,A,Active,1,Home
20488,50,A,Dormant,0,Home
20489,25,A,Active,1,Home
20490,47,A,Active,0,Car
20491,54,C,Active,0,Car
20492,30,B,Active,1,Car 
20493,33,A,Active,1,Car
20494,71,C,Dormant,1,Money
20495,30,A,Active,1,Home
20496,55,C,Active,0,Home
20497,36,C,Dormant,0,Car
20498,35,C,Active,1,Money 
20499,44,A,Active,1,Home
20500,43,B,Inactive,0,Money
20501,61,B,Active,0,Car 
20502,24,B,Active,1,Car
20503,53,A,Active,0,Home
20504,27,C,Dormant,1,Money
20505,33,C,Dormant,0,Car
20506,29,C,Active,1,Home
20507,39,B,Active,0,Car 
20508,33,C,Dormant,1,Home
20509,51,C,Dormant,0,Home
20510,23,A,Active,1,Home
20511,40,C,Dormant,1,Car
20512,35,C,Dormant,0,Car 
20513,31,C,Dormant,0,Car 
20514,41,A,Dormant,1,Car
20515,27,C,Active,1,Car
20516,49,A,Active,0,Car 
20517,32,B,Active,0,Car
20518,53,B,Active,1,Car 
20519,36,C,Dormant,1,Car
20520,26,A,Active,1,Car
20521,27,C,Active,0,Car
20522,29,C,Inactive,1,Money 
20523,46,A,Active,1,Money
20524,49,B,Active,1,Car
20525,31,B,Active,1,Home
20526,27,C,Inactive,1,Car
20527,50,A,Inactive,0,Money 
20528,43,C,Dormant,1,Car 
20529,44,C,Active,1,Car
20530,30,C,Dormant,0,Money 
20531,45,B,Dormant,0,Home
20532,28,C,Dormant,0,Car
20533,44,C,Inactive,1,Car
20534,45,B,Dormant,0,Money 
20535,43,A,Active,1,Money
20536,31,C,Dormant,1,Car
20537,36,C,Dormant,0,Car
20538,51,B,Dormant,0,Car
20539,27,C,Dormant,0,Home
20540,33,C,Dormant,0,Money 
20541,68,C,Dormant,1,Home
20542,21,C,Active,1,Car
20543,67,A,Inactive,0,Money 
20544,45,B,Active,0,Car 
20545,43,A,Dormant,1,Car
20546,54,A,Active,0,Money
20547,20,C,Dormant,0,Home
20548,36,B,Active,1,Car
20549,54,C,Dormant,0,Home
20550,45,B,Dormant,1,Car
20551,31,B,Active,0,Money
20552,53,C,Dormant,1,Money 
20553,29,B,Dormant,1,Money
20554,23,C,Dormant,1,Home
20555,32,B,Dormant,1,Home
20556,31,A,Active,1,Car
20557,29,B,Active,1,Car
20558,31,A,Dormant,0,Home
20559,25,A,Active,1,Car
20560,22,B,Active,0,Car
20561,33,A,Active,1,Home
20562,44,A,Active,0,Money 
20563,32,C,Inactive,0,Car
20564,27,B,Active,1,Money 
20565,45,C,Dormant,0,Car
20566,25,A,Active,1,Home
20567,60,A,Active,0,Home
20568,53,C,Dormant,1,Car 
20569,37,C,Dormant,1,Home
20570,26,A,Active,1,Home
20571,35,B,Active,1,Car
20572,22,C,Dormant,1,Car
20573,40,C,Inactive,0,Home
20574,47,C,Inactive,1,Money
20575,69,A,Active,0,Money 
20576,47,A,Active,1,Car
20577,29,C,Dormant,0,Car 
20578,50,C,Dormant,1,Car
20579,49,C,Active,0,Car
20580,24,A,Active,1,Money
20581,41,C,Dormant,0,Home
20582,39,C,Active,1,Money
20583,28,C,Active,1,Home
20584,28,C,Active,0,Car
20585,49,A,Dormant,1,Car
20586,49,B,Dormant,0,Car
20587,25,C,Dormant,0,Home
20588,25,B,Active,1,Car
20589,48,C,Active,0,Car
20590,30,B,Active,0,Car
20591,53,C,Dormant,1,Car
20592,26,A,Active,0,Money
20593,29,B,Dormant,1,Car
20594,32,C,Active,1,Car
20595,67,C,Dormant,1,Car
20596,34,C,Inactive,1,Home
20597,32,C,Dormant,0,Home
20598,36,C,Dormant,1,Home
20599,66,B,Inactive,0,Car
20600,28,B,Active,1,Money 
20601,31,B,Active,1,Car
20602,49,B,Inactive,1,Car
20603,30,A,Active,0,Money
20604,36,C,Active,1,Money 
20605,30,A,Active,1,Car
20606,36,B,Active,0,Car
20607,20,C,Dormant,1,Money 
20608,30,A,Active,1,Car
20609,23,C,Active,0,Money 
20610,38,C,Dormant,0,Car 
20611,43,C,Dormant,1,Car
20612,28,C,Inactive,1,Home
20613,25,C,Dormant,1,Money
20614,44,A,Active,0,Car 
20615,30,C,Dormant,1,Car 
20616,33,C,Active,1,Car 
20617,30,C,Dormant,0,Car
20618,52,A,Active,0,Car
20619,43,A,Active,0,Home
20620,45,C,Active,1,Home
20621,28,C,Dormant,0,Money 
20622,49,A,Dormant,0,Home
20623,43,C,Inactive,0,Home
20624,32,C,Active,1,Money 
20625,29,C,Inactive,1,Home
20626,56,A,Active,1,Home
20627,27,A,Active,0,Car
20628,27,B,Inactive,1,Car 
20629,48,C,Dormant,1,Home
20630,24,A,Active,1,Car
20631,51,C,Inactive,0,Money 
20632,67,B,Inactive,0,Home
20633,31,C,Dormant,0,Home
20634,28,C,Inactive,1,Car 
20635,42,C,Active,1,Home
20636,23,C,Active,1,Car 
20637,67,B,Dormant,1,Money
20638,53,A,Active,0,Home
20639,29,B,Dormant,1,Car
20640,22,C,Active,1,Home
20641,24,B,Active,1,Car
20642,67,C,Dormant,0,Car
20643,22,A,Active,1,Home
20644,61,C,Active,1,Home
20645,29,B,Active,1,Home
20646,32,A,Active,1,Car
20647,40,A,Active,0,Home
20648,24,B,Active,0,Home
20649,32,A,Dormant,1,Car
20650,31,C,Inactive,0,Money
20651,58,B,Active,0,Home
20652,45,C,Inactive,0,Money 
20653,48,B,Dormant,0,Car
20654,30,A,Active,1,Car
20655,30,C,Active,1,Home
20656,25,C,Dormant,0,Car
20657,51,A,Active,0,Home
20658,34,C,Dormant,0,Money 
20659,29,B,Dormant,0,Money 
20660,47,C,Dormant,0,Car
20661,28,C,Inactive,1,Car
20662,51,C,Dormant,0,Car 
20663,35,C,Dormant,1,Car
20664,48,C,Dormant,0,Money
20665,59,A,Active,1,Car
20666,27,C,Dormant,1,Money 
20667,29,A,Active,1,Car
20668,55,C,Dormant,1,Money 
20669,30,C,Active,1,Money
20670,55,A,Inactive,1,Home
20671,31,A,Dormant,1,Money
20672,26,C,Inactive,1,Home
20673,53,B,Active,1,Car
20674,44,B,Inactive,0,Money
20675,26,B,Dormant,0,Home
20676,35,C,Active,0,Home
20677,39,A,Active,0,Car
20678,45,C,Dormant,1,Car 
20679,41,A,Dormant,1,Car
20680,63,B,Inactive,1,Car
20681,61,C,Inactive,0,Car
20682,45,C,Active,0,Car
20683,33,A,Active,1,Money
20684,71,C,Active,0,Money
20685,30,B,Active,1,Home
20686,48,C,Dormant,0,Car
20687,61,C,Dormant,0,Home
20688,34,C,Dormant,1,Car 
20689,59,B,Dormant,0,Home
20690,34,C,Dormant,0,Car
20691,50,B,Inactive,0,Car
20692,28,A,Active,0,Money
20693,28,A,Dormant,1,Car
20694,37,C,Dormant,1,Car
20695,32,C,Dormant,0,Car 
20696,44,C,Dormant,1,Car
20697,26,A,Active,1,Car
20698,34,C,Dormant,1,Home
20699,67,C,Dormant,1,Home
20700,50,C,Dormant,0,Home
20701,32,C,Dormant,1,Car
20702,30,C,Inactive,1,Car
20703,29,C,Active,0,Home
20704,33,C,Inactive,0,Car
20705,71,C,Dormant,1,Money
20706,21,C,Dormant,0,Home
20707,23,C,Inactive,0,Car
20708,44,B,Inactive,1,Car
20709,36,B,Active,1,Home
20710,63,C,Dormant,1,Car
20711,51,C,Dormant,1,Car
20712,62,B,Active,1,Car
20713,40,A,Inactive,1,Money 
20714,33,B,Active,1,Home
20715,50,C,Inactive,1,Car
20716,74,A,Dormant,0,Money 
20717,62,B,Active,0,Home
20718,37,B,Active,1,Car 
20719,46,A,Active,0,Car
20720,59,C,Dormant,0,Car
20721,30,B,Inactive,1,Money
20722,56,A,Active,0,Home
20723,33,C,Dormant,1,Home
20724,35,A,Inactive,0,Home
20725,37,B,Active,1,Car 
20726,39,B,Dormant,1,Car 
20727,25,A,Active,1,Money 
20728,25,C,Dormant,1,Car
20729,54,B,Active,0,Car
20730,24,C,Active,1,Car
20731,29,B,Inactive,1,Car 
20732,44,B,Dormant,0,Home
20733,29,C,Dormant,1,Money
20734,22,C,Dormant,1,Money
20735,22,C,Dormant,0,Car
20736,20,B,Active,1,Car
20737,53,C,Inactive,0,Home
20738,31,B,Dormant,0,Car
20739,40,B,Active,0,Car 
20740,72,B,Dormant,0,Money 
20741,43,C,Dormant,1,Money
20742,31,A,Active,0,Car
20743,30,C,Dormant,1,Car
20744,43,C,Inactive,1,Car
20745,21,A,Inactive,1,Car 
20746,29,B,Inactive,0,Car
20747,29,B,Active,1,Home
20748,22,C,Dormant,1,Car
20749,34,C,Dormant,0,Home
20750,26,C,Active,0,Car
20751,34,C,Active,0,Car
20752,55,C,Dormant,1,Car 
20753,32,C,Dormant,0,Home
20754,65,C,Active,1,Money 
20755,42,C,Dormant,1,Home
20756,25,C,Dormant,0,Car
20757,41,C,Dormant,1,Money 
20758,57,B,Inactive,0,Home
20759,41,C,Active,0,Car 
20760,49,A,Active,1,Money
20761,56,A,Active,1,Money
20762,27,C,Active,1,Car 
20763,40,C,Dormant,1,Money 
20764,48,C,Inactive,1,Car
20765,36,B,Active,1,Money 
20766,68,B,Active,1,Car
20767,23,C,Dormant,1,Home
20768,50,B,Inactive,1,Car
20769,48,A,Active,1,Home
20770,67,C,Dormant,0,Money 
20771,70,C,Inactive,0,Money
20772,27,B,Dormant,0,Home
20773,36,C,Dormant,1,Car 
20774,38,B,Dormant,1,Car 
20775,44,A,Active,1,Car
20776,21,B,Inactive,1,Car
20777,58,A,Active,0,Car
20778,43,B,Dormant,0,Car
20779,42,A,Active,1,Car
20780,61,A,Active,0,Money 
20781,58,B,Active,0,Money
20782,43,C,Inactive,0,Home
20783,48,C,Active,0,Car
20784,39,C,Active,0,Car
20785,29,B,Active,1,Money
20786,32,A,Dormant,1,Car
20787,33,C,Dormant,0,Money
20788,20,A,Active,1,Car
20789,50,B,Active,0,Car
20790,41,C,Active,0,Car
20791,55,C,Dormant,1,Car
20792,23,B,Active,0,Car
20793,55,C,Dormant,1,Home
20794,27,A,Active,1,Home
20795,21,C,Dormant,1,Money
20796,20,C,Inactive,0,Car 
20797,49,C,Active,0,Home
20798,47,C,Inactive,1,Car
20799,33,A,Active,0,Car
20800,43,B,Dormant,1,Car
20801,31,B,Active,1,Car
20802,30,B,Active,1,Car
20803,57,A,Active,1,Home
20804,47,A,Active,0,Car
20805,36,C,Dormant,1,Home
20806,27,A,Active,1,Money 
20807,23,C,Dormant,0,Money
20808,50,C,Inactive,1,Home
20809,43,C,Inactive,1,Car
20810,20,C,Inactive,1,Car
20811,37,B,Active,0,Car 
20812,45,A,Active,0,Car 
20813,32,C,Dormant,1,Money
20814,54,A,Active,0,Car
20815,48,A,Active,1,Money
20816,40,C,Dormant,1,Car 
20817,65,C,Dormant,0,Car 
20818,57,A,Dormant,0,Car
20819,49,A,Inactive,0,Car
20820,37,A,Active,1,Money 
20821,27,B,Active,1,Home
20822,34,A,Active,1,Car
20823,29,A,Active,0,Car
20824,34,C,Active,0,Home
20825,63,C,Dormant,0,Car
20826,34,C,Active,1,Car
20827,24,C,Dormant,1,Home
20828,50,A,Active,0,Car 
20829,32,C,Dormant,0,Car
20830,52,C,Dormant,1,Money 
20831,29,C,Dormant,1,Car
20832,22,C,Dormant,0,Car
20833,54,C,Dormant,1,Money
20834,35,C,Active,1,Money
20835,27,A,Active,1,Car 
20836,43,B,Dormant,0,Car
20837,21,C,Inactive,1,Car
20838,35,C,Dormant,1,Car
20839,21,B,Active,0,Car
20840,28,C,Inactive,1,Home
20841,73,A,Dormant,0,Money 
20842,31,A,Active,1,Home
20843,34,C,Dormant,0,Home
20844,34,C,Active,1,Money 
20845,42,B,Active,0,Car
20846,46,A,Active,0,Car
20847,35,C,Dormant,1,Car
20848,35,C,Inactive,1,Car
20849,47,A,Active,0,Home
20850,26,C,Active,1,Home
20851,25,B,Dormant,0,Car
20852,58,C,Inactive,0,Money
20853,27,C,Dormant,1,Car
20854,56,A,Active,0,Car
20855,36,C,Active,1,Home
20856,45,C,Dormant,1,Home
20857,55,C,Active,1,Money
20858,24,C,Inactive,1,Money 
20859,32,A,Active,0,Home
20860,55,B,Active,0,Car
20861,28,C,Dormant,1,Money
20862,40,C,Dormant,1,Car
20863,33,C,Inactive,1,Car
20864,74,B,Active,0,Money 
20865,30,A,Inactive,0,Home
20866,42,A,Inactive,1,Car
20867,47,B,Dormant,1,Car
20868,37,C,Inactive,0,Home
20869,71,B,Active,0,Money 
20870,32,C,Dormant,1,Car
20871,48,C,Dormant,0,Home
20872,35,B,Active,1,Home
20873,38,C,Dormant,0,Car
20874,32,C,Dormant,0,Car
20875,28,C,Dormant,1,Car
20876,43,C,Active,0,Home
20877,32,B,Active,0,Money 
20878,42,B,Active,0,Home
20879,22,C,Active,1,Home
20880,27,B,Active,0,Money
20881,30,C,Active,1,Car
20882,50,A,Active,0,Car
20883,28,B,Active,1,Car 
20884,30,B,Inactive,1,Car
20885,20,C,Active,1,Home
20886,25,B,Active,1,Car
20887,50,C,Dormant,0,Money 
20888,27,A,Active,0,Car
20889,34,C,Inactive,0,Car 
20890,32,A,Active,1,Money 
20891,61,A,Dormant,1,Car 
20892,30,C,Dormant,0,Home
20893,31,B,Inactive,1,Home
20894,27,A,Inactive,1,Home
20895,34,A,Active,1,Car
20896,59,A,Inactive,0,Car
20897,48,A,Inactive,1,Car
20898,21,C,Active,1,Home
20899,46,A,Active,0,Car
20900,48,A,Active,0,Car
20901,35,C,Dormant,1,Home
20902,26,C,Active,0,Money 
20903,39,C,Dormant,1,Car
20904,26,A,Active,0,Home
20905,59,A,Active,1,Home
20906,19,C,Dormant,1,Car
20907,36,A,Active,0,Car
20908,35,B,Dormant,1,Money 
20909,45,C,Dormant,0,Money
20910,52,A,Active,0,Home
20911,43,A,Active,1,Car
20912,48,B,Inactive,0,Car
20913,66,B,Dormant,1,Home
20914,44,B,Dormant,0,Car
20915,56,B,Active,0,Home
20916,22,C,Active,1,Money 
20917,30,C,Dormant,1,Money 
20918,20,A,Active,1,Home
20919,25,B,Dormant,0,Car
20920,66,B,Dormant,1,Money 
20921,36,C,Dormant,0,Money
20922,23,A,Active,0,Money 
20923,55,A,Active,0,Money 
20924,37,C,Dormant,1,Money 
20925,35,A,Active,1,Money 
20926,39,A,Active,0,Home
20927,63,A,Active,1,Money
20928,45,C,Dormant,1,Car
20929,44,C,Dormant,0,Home
20930,43,B,Active,1,Home
20931,75,C,Active,0,Money
20932,34,C,Dormant,1,Car
20933,24,B,Active,1,Money 
20934,71,A,Active,0,Money 
20935,57,C,Dormant,0,Car
20936,29,C,Dormant,1,Car
20937,23,C,Dormant,1,Car
20938,20,C,Inactive,1,Money
20939,42,C,Active,0,Car
20940,49,C,Inactive,1,Money 
20941,37,C,Active,0,Car 
20942,57,C,Active,1,Home
20943,29,A,Active,1,Car
20944,45,C,Dormant,1,Car
20945,32,C,Active,1,Home
20946,30,C,Dormant,0,Car 
20947,31,C,Dormant,1,Car
20948,23,C,Dormant,0,Car
20949,47,B,Inactive,0,Car
20950,20,C,Dormant,0,Car
20951,22,C,Dormant,1,Car 
20952,32,C,Active,0,Money 
20953,47,A,Active,0,Money 
20954,75,B,Active,0,Money 
20955,30,C,Inactive,1,Home
20956,33,A,Inactive,1,Car
20957,30,C,Active,1,Home
20958,41,C,Active,1,Home
20959,64,C,Dormant,1,Car 
20960,34,C,Inactive,0,Home
20961,39,B,Inactive,1,Car 
20962,53,B,Dormant,0,Home
20963,59,C,Dormant,0,Car
20964,50,C,Dormant,1,Car 
20965,24,A,Active,1,Car
20966,29,C,Dormant,1,Car
20967,67,C,Dormant,0,Car 
20968,33,C,Dormant,0,Car
20969,23,B,Active,1,Car
20970,41,A,Dormant,0,Car
20971,31,C,Active,1,Car
20972,35,A,Active,0,Car 
20973,24,C,Active,1,Car 
20974,47,C,Dormant,0,Car
20975,21,C,Inactive,1,Car
20976,41,C,Active,1,Money
20977,29,B,Active,1,Car
20978,42,B,Inactive,0,Car
20979,44,A,Active,0,Home
20980,30,C,Dormant,1,Money
20981,31,C,Active,0,Car
20982,27,C,Active,1,Home
20983,36,B,Active,1,Car 
20984,73,C,Active,0,Money
20985,36,C,Active,1,Car
20986,52,A,Inactive,1,Money 
20987,56,B,Inactive,0,Money 
20988,51,B,Dormant,1,Home
20989,56,C,Dormant,0,Home
20990,41,B,Dormant,0,Car 
20991,58,C,Active,0,Car
20992,33,B,Inactive,0,Money 
20993,31,C,Dormant,1,Home
20994,25,C,Dormant,0,Home
20995,48,C,Dormant,1,Money 
20996,21,C,Active,1,Home
20997,33,C,Dormant,1,Car
20998,34,A,Active,0,Car
20999,31,A,Active,0,Car
21000,39,C,Dormant,1,Car
21001,33,C,Dormant,0,Home
21002,52,C,Dormant,0,Car 
21003,68,C,Inactive,0,Money 
21004,47,C,Inactive,1,Home
21005,23,B,Dormant,0,Car
21006,29,B,Dormant,0,Home
21007,63,A,Active,1,Car
21008,71,A,Active,0,Money 
21009,44,A,Active,1,Money
21010,25,C,Active,1,Money 
21011,33,C,Dormant,1,Money 
21012,39,B,Active,1,Car 
21013,52,A,Active,0,Car 
21014,22,C,Active,1,Car
21015,43,B,Inactive,0,Money 
21016,36,B,Active,1,Car
21017,58,C,Inactive,0,Home
21018,32,C,Inactive,1,Car 
21019,32,A,Active,0,Car 
21020,48,A,Dormant,0,Car
21021,47,C,Dormant,0,Money 
21022,57,B,Active,0,Money 
21023,46,C,Active,1,Money
21024,46,C,Active,1,Car
21025,27,C,Active,1,Money
